run_id,method,seq,t_robot_recv_ns,ros_topic,linear_x,linear_y,angular_z,action_id,status
R01,ROS_TCP,49,1782055682790175339,/cmd_vel,0.0864,0.0,0.0878,0,ok
R01,ROS_TCP,50,1782055682821802776,/cmd_vel,0.0863,0.0,0.0906,0,ok
R01,ROS_TCP,51,1782055682931713975,/cmd_vel,0.0866,0.0,0.0854,0,ok
R01,ROS_TCP,52,1782055682971551207,/cmd_vel,0.088,0.0,0.0946,0,ok
R01,ROS_TCP,53,1782055683027457331,/cmd_vel,0.0877,0.0,0.0815,0,ok
R01,ROS_TCP,54,1782055683047875887,/cmd_vel,0.0886,0.0,0.0851,0,ok
R01,ROS_TCP,55,1782055683126986781,/cmd_vel,0.0846,0.0,0.0946,0,ok
R01,ROS_TCP,56,1782055683164321451,/cmd_vel,0.09,0.0,0.0966,0,ok
R01,ROS_TCP,57,1782055683216183775,/cmd_vel,0.0866,0.0,0.0949,0,ok
R01,ROS_TCP,58,1782055683258924906,/cmd_vel,0.0773,0.0,0.1041,0,ok
R01,ROS_TCP,60,1782055683403965953,/cmd_vel,0.0902,0.0,0.0899,0,ok
R01,ROS_TCP,61,1782055683437238077,/cmd_vel,0.0902,0.0,0.0972,0,ok
R01,ROS_TCP,62,1782055683515336322,/cmd_vel,0.0831,0.0,0.09,0,ok
R01,ROS_TCP,63,1782055683538996809,/cmd_vel,0.0859,0.0,0.0929,0,ok
R01,ROS_TCP,65,1782055683652631540,/cmd_vel,0.0901,0.0,0.0963,0,ok
R01,ROS_TCP,66,1782055683705788108,/cmd_vel,0.09,0.0,0.0909,0,ok
R01,ROS_TCP,68,1782055683830673709,/cmd_vel,0.0931,0.0,0.0905,0,ok
R01,ROS_TCP,69,1782055683903613348,/cmd_vel,0.0868,0.0,0.0934,0,ok
R01,ROS_TCP,70,1782055683929572422,/cmd_vel,0.092,0.0,0.092,0,ok
R01,ROS_TCP,71,1782055683995399509,/cmd_vel,0.0843,0.0,0.0875,0,ok
R01,ROS_TCP,72,1782055684052081803,/cmd_vel,0.0894,0.0,0.088,0,ok
R01,ROS_TCP,73,1782055684137135544,/cmd_vel,0.0874,0.0,0.093,0,ok
R01,ROS_TCP,74,1782055684149202024,/cmd_vel,0.0856,0.0,0.0865,0,ok
R01,ROS_TCP,75,1782055684207823898,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,76,1782055684269068370,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,77,1782055684319721259,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,78,1782055684386267875,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,79,1782055684429384779,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,80,1782055684490444007,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,82,1782055684607550496,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,83,1782055684676646417,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,84,1782055684719028399,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,85,1782055684761900634,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,86,1782055684862114228,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,87,1782055684876294119,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,88,1782055684967752384,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,89,1782055684991485418,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,90,1782055685096685485,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,92,1782055685154290979,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,94,1782055685314196976,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,95,1782055685376262525,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,97,1782055685443480735,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,98,1782055685498585968,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,99,1782055685574740128,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,103,1782055685796898525,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,105,1782055685936266742,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,106,1782055685947344531,/cmd_vel,0.1743,0.0,0.0,0,ok
R01,ROS_TCP,108,1782055686053371830,/cmd_vel,0.1737,0.0,0.0,0,ok
R01,ROS_TCP,109,1782055686103126760,/cmd_vel,0.1673,0.0,0.0,0,ok
R01,ROS_TCP,110,1782055686154258360,/cmd_vel,0.1705,0.0,0.0,0,ok
R01,ROS_TCP,111,1782055686208401596,/cmd_vel,0.1697,0.0,0.0,0,ok
R01,ROS_TCP,112,1782055686263422232,/cmd_vel,0.1767,0.0,0.0,0,ok
R01,ROS_TCP,113,1782055686326522169,/cmd_vel,0.1699,0.0,0.0,0,ok
R01,ROS_TCP,114,1782055686399981329,/cmd_vel,0.1675,0.0,0.0,0,ok
R01,ROS_TCP,115,1782055686429600089,/cmd_vel,0.1678,0.0,0.0,0,ok
R01,ROS_TCP,116,1782055686520875234,/cmd_vel,0.1796,0.0,0.0,0,ok
R01,ROS_TCP,117,1782055686541238167,/cmd_vel,0.1754,0.0,0.0,0,ok
R01,ROS_TCP,118,1782055686624889673,/cmd_vel,0.1712,0.0,0.0,0,ok
R01,ROS_TCP,123,1782055686884766540,/cmd_vel,0.1798,0.0,0.0,0,ok
R01,ROS_TCP,124,1782055686927148876,/cmd_vel,0.1679,0.0,0.0,0,ok
R01,ROS_TCP,125,1782055687032359302,/cmd_vel,0.0882,0.0,0.0959,0,ok
R01,ROS_TCP,126,1782055687062189016,/cmd_vel,0.0909,0.0,0.0948,0,ok
R01,ROS_TCP,127,1782055687092732704,/cmd_vel,0.0911,0.0,0.0871,0,ok
R01,ROS_TCP,129,1782055687203121131,/cmd_vel,0.0972,0.0,0.0927,0,ok
R01,ROS_TCP,130,1782055687286455996,/cmd_vel,0.0886,0.0,0.1023,0,ok
R01,ROS_TCP,136,1782055687590962564,/cmd_vel,0.0907,0.0,0.0907,0,ok
R01,ROS_TCP,137,1782055687702471711,/cmd_vel,0.0877,0.0,0.0911,0,ok
R01,ROS_TCP,139,1782055687756989258,/cmd_vel,0.0852,0.0,0.0901,0,ok
R01,ROS_TCP,141,1782055687924101427,/cmd_vel,0.0879,0.0,0.0952,0,ok
R01,ROS_TCP,142,1782055687923453906,/cmd_vel,0.0899,0.0,0.0927,0,ok
R01,ROS_TCP,144,1782055688036656869,/cmd_vel,0.09,0.0,0.0924,0,ok
R01,ROS_TCP,145,1782055688093021516,/cmd_vel,0.085,0.0,0.0941,0,ok
R01,ROS_TCP,146,1782055688168096523,/cmd_vel,0.0905,0.0,0.0853,0,ok
R01,ROS_TCP,147,1782055688199692003,/cmd_vel,0.0882,0.0,0.0851,0,ok
R01,ROS_TCP,148,1782055688257247621,/cmd_vel,0.101,0.0,0.0973,0,ok
R01,ROS_TCP,150,1782055688376793159,/cmd_vel,0.0873,0.0,0.084,0,ok
R01,ROS_TCP,151,1782055688451611488,/cmd_vel,0.0782,0.0,0.0917,0,ok
R01,ROS_TCP,152,1782055688498530157,/cmd_vel,0.0816,0.0,0.094,0,ok
R01,ROS_TCP,153,1782055688576669339,/cmd_vel,0.0821,0.0,0.0938,0,ok
R01,ROS_TCP,156,1782055688746973066,/cmd_vel,0.0857,0.0,0.0957,0,ok
R01,ROS_TCP,157,1782055688806504770,/cmd_vel,0.0807,0.0,0.0949,0,ok
R01,ROS_TCP,158,1782055688821909779,/cmd_vel,0.0879,0.0,0.0938,0,ok
R01,ROS_TCP,159,1782055688920821760,/cmd_vel,0.0,0.0,-0.0094,0,ok
R01,ROS_TCP,160,1782055688926893084,/cmd_vel,0.0,0.0,-0.0246,0,ok
R01,ROS_TCP,163,1782055689122780171,/cmd_vel,0.0,0.0,-0.0152,0,ok
R01,ROS_TCP,166,1782055689278837472,/cmd_vel,0.0,0.0,-0.008,0,ok
R01,ROS_TCP,169,1782055689460090234,/cmd_vel,0.0,0.0,-0.0218,0,ok
R01,ROS_TCP,170,1782055689479707842,/cmd_vel,0.0,0.0,-0.0141,0,ok
R01,ROS_TCP,171,1782055689536965872,/cmd_vel,0.0,0.0,-0.0231,0,ok
R01,ROS_TCP,172,1782055689590908989,/cmd_vel,0.0,0.0,-0.0189,0,ok
R01,ROS_TCP,173,1782055689648879387,/cmd_vel,0.0,0.0,-0.0232,0,ok
R01,ROS_TCP,174,1782055689714290920,/cmd_vel,0.0,0.0,-0.0209,0,ok
R01,ROS_TCP,175,1782055689778093475,/cmd_vel,0.0,0.0,-0.0199,0,ok
R01,ROS_TCP,176,1782055689828559866,/cmd_vel,0.0,0.0,-0.0123,0,ok
R01,ROS_TCP,177,1782055689901630226,/cmd_vel,0.0,0.0,-0.0227,0,ok
R01,ROS_TCP,179,1782055689976444417,/cmd_vel,0.0,0.0,-0.0191,0,ok
R01,ROS_TCP,180,1782055690032920171,/cmd_vel,0.0,0.0,-0.0239,0,ok
R01,ROS_TCP,181,1782055690126358304,/cmd_vel,0.0,0.0,-0.0148,0,ok
R01,ROS_TCP,182,1782055690152012614,/cmd_vel,0.0,0.0,-0.0248,0,ok
R01,ROS_TCP,184,1782055690268465212,/cmd_vel,0.0,0.0,-0.0196,0,ok
R01,ROS_TCP,185,1782055690370411803,/cmd_vel,0.0,0.0,-0.0154,0,ok
R01,ROS_TCP,186,1782055690365517350,/cmd_vel,0.0,0.0,-0.0095,0,ok
R01,ROS_TCP,188,1782055690477204313,/cmd_vel,0.0,0.0,-0.0168,0,ok
R01,ROS_TCP,189,1782055690586757518,/cmd_vel,0.0,0.0,-0.0154,0,ok
R01,ROS_TCP,190,1782055690599992007,/cmd_vel,0.0,0.0,-0.0237,0,ok
R01,ROS_TCP,193,1782055690766309551,/cmd_vel,0.0,0.0,-0.0224,0,ok
R01,ROS_TCP,194,1782055690817552134,/cmd_vel,0.0,0.0,-0.0129,0,ok
R01,ROS_TCP,195,1782055690883755707,/cmd_vel,0.0,0.0,-0.0273,0,ok
R01,ROS_TCP,197,1782055690991060428,/cmd_vel,0.0,0.0,-0.0155,0,ok
R01,ROS_TCP,198,1782055691046330482,/cmd_vel,0.0,0.0,-0.0158,0,ok
R01,ROS_TCP,201,1782055691226003574,/cmd_vel,0.0,0.0,-0.027,0,ok
R01,ROS_TCP,203,1782055691310988283,/cmd_vel,0.0,0.0,-0.0143,0,ok
R01,ROS_TCP,204,1782055691375948571,/cmd_vel,0.0,0.0,-0.0138,0,ok
R01,ROS_TCP,205,1782055691420092354,/cmd_vel,0.0,0.0,0.0308,0,ok
R01,ROS_TCP,206,1782055691476953203,/cmd_vel,0.0,0.0,0.0098,0,ok
R01,ROS_TCP,207,1782055691533870399,/cmd_vel,0.0,0.0,0.0168,0,ok
R01,ROS_TCP,208,1782055691588589064,/cmd_vel,0.0,0.0,0.0197,0,ok
R01,ROS_TCP,209,1782055691673531083,/cmd_vel,0.0,0.0,0.015,0,ok
R01,ROS_TCP,210,1782055691702892010,/cmd_vel,0.0,0.0,0.0149,0,ok
R01,ROS_TCP,211,1782055691756879431,/cmd_vel,0.0,0.0,0.0259,0,ok
R01,ROS_TCP,212,1782055691822865807,/cmd_vel,0.0,0.0,0.0137,0,ok
R01,ROS_TCP,213,1782055691879046145,/cmd_vel,0.0,0.0,0.0178,0,ok
R01,ROS_TCP,215,1782055692006258436,/cmd_vel,0.0,0.0,0.0192,0,ok
R01,ROS_TCP,216,1782055692032324320,/cmd_vel,0.0,0.0,0.0288,0,ok
R01,ROS_TCP,217,1782055692141436220,/cmd_vel,0.0,0.0,0.024,0,ok
R01,ROS_TCP,218,1782055692148255675,/cmd_vel,0.0,0.0,0.0211,0,ok
R01,ROS_TCP,219,1782055692215547200,/cmd_vel,0.0,0.0,0.023,0,ok
R01,ROS_TCP,220,1782055692277118028,/cmd_vel,0.0,0.0,0.0221,0,ok
R01,ROS_TCP,221,1782055692341642349,/cmd_vel,0.0,0.0,0.0293,0,ok
R01,ROS_TCP,222,1782055692364811508,/cmd_vel,0.0,0.0,0.024,0,ok
R01,ROS_TCP,223,1782055692441612127,/cmd_vel,0.0,0.0,0.0174,0,ok
R01,ROS_TCP,225,1782055692537292705,/cmd_vel,0.0,0.0,0.0141,0,ok
R01,ROS_TCP,226,1782055692588457051,/cmd_vel,0.0,0.0,0.021,0,ok
R01,ROS_TCP,228,1782055692729950783,/cmd_vel,0.0,0.0,0.0128,0,ok
R01,ROS_TCP,229,1782055692769837151,/cmd_vel,0.0,0.0,0.0154,0,ok
R01,ROS_TCP,233,1782055693021869357,/cmd_vel,0.0,0.0,0.0194,0,ok
R01,ROS_TCP,235,1782055693096020992,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,236,1782055693147208093,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,237,1782055693232930834,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,238,1782055693306135808,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,241,1782055693466943054,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,243,1782055693536017804,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,244,1782055693641444762,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,245,1782055693648938948,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,247,1782055693807440308,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,248,1782055693810020971,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,249,1782055693916149979,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,251,1782055693997249603,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,254,1782055694146369648,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,255,1782055694210463846,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,256,1782055694308848853,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,257,1782055694311090232,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,258,1782055694372862600,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,259,1782055694422281365,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,260,1782055694495492354,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,262,1782055694610641107,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,264,1782055694753147079,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,265,1782055694783936553,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,267,1782055694871667993,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,269,1782055694980094503,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,270,1782055695096788868,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,271,1782055695089380248,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,272,1782055695186178885,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,273,1782055695236566230,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,274,1782055695258447538,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,275,1782055695359745697,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,276,1782055695366822402,/cmd_vel,0.0,0.0,0.0,0,ok
R01,ROS_TCP,279,1782055695555906660,/cmd_vel,0.1776,0.0,0.0,0,ok
R01,ROS_TCP,280,1782055695597856510,/cmd_vel,0.1886,0.0,0.0,0,ok
R01,ROS_TCP,281,1782055695656335161,/cmd_vel,0.1768,0.0,0.0,0,ok
R01,ROS_TCP,283,1782055695767214392,/cmd_vel,0.1831,0.0,0.0,0,ok
R01,ROS_TCP,284,1782055695825796498,/cmd_vel,0.1828,0.0,0.0,0,ok
R01,ROS_TCP,285,1782055695867929343,/cmd_vel,0.1846,0.0,0.0,0,ok
R01,ROS_TCP,286,1782055695924921391,/cmd_vel,0.1911,0.0,0.0,0,ok
R01,ROS_TCP,287,1782055695989835715,/cmd_vel,0.1829,0.0,0.0,0,ok
R01,ROS_TCP,289,1782055696105121324,/cmd_vel,0.1864,0.0,0.0,0,ok
R01,ROS_TCP,290,1782055696143483453,/cmd_vel,0.1838,0.0,0.0,0,ok
R01,ROS_TCP,292,1782055696303705343,/cmd_vel,0.1795,0.0,0.0,0,ok
R01,ROS_TCP,295,1782055696478709323,/cmd_vel,0.1831,0.0,0.0,0,ok
R01,ROS_TCP,296,1782055696485087363,/cmd_vel,0.188,0.0,0.0,0,ok
R01,ROS_TCP,297,1782055696535334214,/cmd_vel,0.1827,0.0,0.0,0,ok
R01,ROS_TCP,299,1782055696645122638,/cmd_vel,0.1897,0.0,0.0,0,ok
R01,ROS_TCP,300,1782055696701182457,/cmd_vel,0.1827,0.0,0.0,0,ok
R01,ROS_TCP,303,1782055696866751409,/cmd_vel,0.1861,0.0,0.0,0,ok
R01,ROS_TCP,304,1782055696924693146,/cmd_vel,0.1817,0.0,0.0,0,ok
R01,ROS_TCP,305,1782055697003753421,/cmd_vel,0.1861,0.0,0.0,0,ok
R01,ROS_TCP,306,1782055697041655922,/cmd_vel,0.1816,0.0,0.0,0,ok
R01,ROS_TCP,307,1782055697130206486,/cmd_vel,0.181,0.0,0.0,0,ok
R01,ROS_TCP,308,1782055697156636313,/cmd_vel,0.1817,0.0,0.0,0,ok
R01,ROS_TCP,309,1782055697207818026,/cmd_vel,0.1884,0.0,0.0,0,ok
R01,ROS_TCP,311,1782055697318947352,/cmd_vel,0.1886,0.0,0.0,0,ok
R01,ROS_TCP,313,1782055697420952341,/cmd_vel,0.1888,0.0,0.0,0,ok
R01,ROS_TCP,314,1782055697473984750,/cmd_vel,0.1765,0.0,0.0,0,ok
R01,ROS_TCP,315,1782055697532790139,/cmd_vel,0.1777,0.0,0.0,0,ok
R01,ROS_TCP,316,1782055697603449858,/cmd_vel,0.185,0.0,0.0,0,ok
R01,ROS_TCP,317,1782055697670120090,/cmd_vel,0.1789,0.0,0.0,0,ok
R01,ROS_TCP,318,1782055697699227369,/cmd_vel,0.1857,0.0,0.0,0,ok
R01,ROS_TCP,319,1782055697765099949,/cmd_vel,0.1829,0.0,0.0,0,ok
R01,ROS_TCP,320,1782055697829725254,/cmd_vel,0.191,0.0,0.0,0,ok
R01,ROS_TCP,321,1782055697886684147,/cmd_vel,0.1442,0.0,0.0,0,ok
R01,ROS_TCP,322,1782055697972513762,/cmd_vel,0.136,0.0,0.0,0,ok
R01,ROS_TCP,324,1782055698066469628,/cmd_vel,0.1363,0.0,0.0,0,ok
R01,ROS_TCP,325,1782055698143176317,/cmd_vel,0.1365,0.0,0.0,0,ok
R01,ROS_TCP,326,1782055698175005037,/cmd_vel,0.1422,0.0,0.0,0,ok
R01,ROS_TCP,327,1782055698210489067,/cmd_vel,0.1355,0.0,0.0,0,ok
R01,ROS_TCP,329,1782055698356394045,/cmd_vel,0.1391,0.0,0.0,0,ok
R01,ROS_TCP,330,1782055698373801086,/cmd_vel,0.1365,0.0,0.0,0,ok
R01,ROS_TCP,332,1782055698474515279,/cmd_vel,0.1315,0.0,0.0,0,ok
R01,ROS_TCP,334,1782055698638845089,/cmd_vel,0.14,0.0,0.0,0,ok
R01,ROS_TCP,335,1782055698639900336,/cmd_vel,0.1397,0.0,0.0,0,ok
R01,ROS_TCP,336,1782055698695350148,/cmd_vel,0.1377,0.0,0.0,0,ok
R01,ROS_TCP,338,1782055698816836398,/cmd_vel,0.1324,0.0,0.0,0,ok
R01,ROS_TCP,339,1782055698861150837,/cmd_vel,0.1424,0.0,0.0,0,ok
R01,ROS_TCP,340,1782055698956379755,/cmd_vel,0.1412,0.0,0.0,0,ok
R01,ROS_TCP,344,1782055699171560180,/cmd_vel,0.1448,0.0,0.0,0,ok
R01,ROS_TCP,345,1782055699230308313,/cmd_vel,0.1406,0.0,0.0,0,ok
R01,ROS_TCP,346,1782055699311546352,/cmd_vel,0.1379,0.0,0.0,0,ok
R01,ROS_TCP,347,1782055699308669438,/cmd_vel,0.1376,0.0,0.0,0,ok
R01,ROS_TCP,348,1782055699398749998,/cmd_vel,0.1403,0.0,0.0,0,ok
R01,ROS_TCP,349,1782055699421156999,/cmd_vel,0.1391,0.0,0.0,0,ok
R01,ROS_TCP,350,1782055699480697548,/cmd_vel,0.1427,0.0,0.0,0,ok
R01,ROS_TCP,352,1782055699623955079,/cmd_vel,0.1383,0.0,0.0,0,ok
R01,ROS_TCP,353,1782055699698384676,/cmd_vel,0.1387,0.0,0.0,0,ok
R01,ROS_TCP,354,1782055699727173073,/cmd_vel,0.1329,0.0,0.0,0,ok
R01,ROS_TCP,355,1782055699765593539,/cmd_vel,0.1396,0.0,0.0,0,ok
R01,ROS_TCP,356,1782055699809718811,/cmd_vel,0.0,0.0,-0.097,1,ok
R01,ROS_TCP,357,1782055699908842573,/cmd_vel,0.0,0.0,-0.0934,5,ok
R01,ROS_TCP,358,1782055699925719328,/cmd_vel,0.0,0.0,-0.1051,3,ok
R01,ROS_TCP,359,1782055700030341636,/cmd_vel,0.0,0.0,-0.0913,2,ok
R01,ROS_TCP,361,1782055700087168700,/cmd_vel,0.0,0.0,-0.1041,2,ok
R01,ROS_TCP,362,1782055700158005484,/cmd_vel,0.0,0.0,-0.0946,5,ok
R01,ROS_TCP,363,1782055700242133096,/cmd_vel,0.0,0.0,-0.1005,5,ok
R01,ROS_TCP,365,1782055700306319502,/cmd_vel,0.0,0.0,-0.0882,4,ok
R01,ROS_TCP,366,1782055700361260934,/cmd_vel,0.0,0.0,-0.0935,5,ok
R01,ROS_TCP,367,1782055700423501899,/cmd_vel,0.0,0.0,-0.1007,3,ok
R01,ROS_TCP,368,1782055700518980085,/cmd_vel,0.0,0.0,-0.0893,2,ok
R01,ROS_TCP,369,1782055700529992401,/cmd_vel,0.0,0.0,-0.0877,5,ok
R01,ROS_TCP,370,1782055700586201676,/cmd_vel,0.0,0.0,-0.0951,2,ok
R01,ROS_TCP,371,1782055700707436973,/cmd_vel,0.0,0.0,-0.0938,3,ok
R01,ROS_TCP,372,1782055700696561107,/cmd_vel,0.0,0.0,-0.0959,3,ok
R01,ROS_TCP,374,1782055700807909263,/cmd_vel,0.0,0.0,-0.0865,1,ok
R01,ROS_TCP,375,1782055700888403725,/cmd_vel,0.0,0.0,-0.0938,3,ok
R01,ROS_TCP,376,1782055700930066710,/cmd_vel,0.0,0.0,-0.094,4,ok
R01,ROS_TCP,377,1782055701029870644,/cmd_vel,0.0,0.0,-0.1163,4,ok
R01,ROS_TCP,378,1782055701042258572,/cmd_vel,0.0,0.0,-0.088,5,ok
R01,ROS_TCP,379,1782055701099575914,/cmd_vel,0.0,0.0,-0.0857,1,ok
R01,ROS_TCP,380,1782055701214428073,/cmd_vel,0.0,0.0,-0.0913,4,ok
R01,ROS_TCP,381,1782055701211601697,/cmd_vel,0.0,0.0,-0.0834,5,ok
R01,ROS_TCP,382,1782055701310315164,/cmd_vel,0.0,0.0,-0.0921,3,ok
R01,ROS_TCP,383,1782055701340719261,/cmd_vel,0.0,0.0,-0.0893,2,ok
R01,ROS_TCP,387,1782055701532219530,/cmd_vel,0.1952,0.0,-0.1012,0,ok
R01,ROS_TCP,388,1782055701635817583,/cmd_vel,0.1941,0.0,-0.098,0,ok
R01,ROS_TCP,389,1782055701644638768,/cmd_vel,0.1965,0.0,-0.1021,0,ok
R01,ROS_TCP,392,1782055701856186500,/cmd_vel,0.1899,0.0,-0.1039,0,ok
R01,ROS_TCP,393,1782055701875993243,/cmd_vel,0.2026,0.0,-0.0951,0,ok
R01,ROS_TCP,395,1782055701976302930,/cmd_vel,0.1964,0.0,-0.1029,0,ok
R01,ROS_TCP,397,1782055702143382571,/cmd_vel,0.1935,0.0,-0.0977,0,ok
R01,ROS_TCP,398,1782055702199686227,/cmd_vel,0.1936,0.0,-0.0943,0,ok
